"NAME" "Week" "Year" "SumWeek"
"612" "Florida" 40 2012 13
"613" "Florida" 41 2012 57
"614" "Florida" 42 2012 70
"615" "Florida" 43 2012 143
"616" "Florida" 44 2012 129
"617" "Florida" 45 2012 172
"618" "Florida" 46 2012 51
"619" "Florida" 47 2012 119
"620" "Florida" 48 2012 116
"621" "Florida" 49 2012 128
"622" "Florida" 50 2012 27
"623" "Florida" 51 2012 109
"624" "Florida" 52 2012 70
"625" "Florida" 1 2013 39
"626" "Florida" 2 2013 124
"627" "Florida" 3 2013 243
"628" "Florida" 4 2013 444
"629" "Florida" 5 2013 228
"630" "Florida" 6 2013 190
"631" "Florida" 7 2013 132
"632" "Florida" 8 2013 329
"633" "Florida" 9 2013 120
"634" "Florida" 10 2013 591
"635" "Florida" 11 2013 363
"636" "Florida" 12 2013 111
"637" "Florida" 13 2013 485
"638" "Florida" 14 2013 192
"639" "Florida" 15 2013 214
"640" "Florida" 16 2013 141
"641" "Florida" 17 2013 198
"642" "Florida" 18 2013 16
"643" "Florida" 19 2013 152
"644" "Florida" 20 2013 168
"645" "Florida" 21 2013 75
"646" "Florida" 22 2013 42
"647" "Florida" 23 2013 27
"648" "Florida" 24 2013 63
"649" "Florida" 25 2013 61
"650" "Florida" 26 2013 68
"651" "Florida" 27 2013 7
"652" "Florida" 28 2013 42
"653" "Florida" 29 2013 15
"654" "Florida" 30 2013 15
"655" "Florida" 31 2013 35
"656" "Florida" 32 2013 46
"657" "Florida" 33 2013 39
"658" "Florida" 34 2013 15
"659" "Florida" 35 2013 47
"660" "Florida" 36 2013 25
"661" "Florida" 37 2013 87
"662" "Florida" 38 2013 49
"663" "Florida" 39 2013 16
"664" "Florida" 40 2013 69
"665" "Florida" 41 2013 31
"666" "Florida" 42 2013 75
"667" "Florida" 43 2013 118
"668" "Florida" 44 2013 155
"669" "Florida" 45 2013 60
"670" "Florida" 46 2013 153
"671" "Florida" 47 2013 72
"672" "Florida" 48 2013 6
"673" "Florida" 49 2013 164
"674" "Florida" 50 2013 128
"675" "Florida" 51 2013 290
"676" "Florida" 52 2013 29
"677" "Florida" 1 2014 30
"678" "Florida" 2 2014 24
"679" "Florida" 3 2014 217
"680" "Florida" 4 2014 240
"681" "Florida" 5 2014 63
"682" "Florida" 6 2014 119
"683" "Florida" 7 2014 336
"684" "Florida" 8 2014 431
"685" "Florida" 9 2014 262
"686" "Florida" 10 2014 249
"687" "Florida" 11 2014 275
"688" "Florida" 12 2014 175
"689" "Florida" 13 2014 187
